Activity,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_19,Skill_20,Skill_21,Skill_22,Skill_23,Skill_24,Skill_25,Skill_26,Skill_27,Skill_28,Skill_29,Skill_30,Skill_31,Skill_32,Skill_33,Skill_34,Skill_35,Skill_36,Skill_37,Skill_38,Skill_39,Skill_40,Skill_41,Skill_42,Skill_43,Skill_44,Skill_45,Skill_46,Skill_47,Skill_48,Skill_49,Skill_50
Activity_319,2.7,5.0,2.6,0.8,3.3,2.7,3.0,3.4,3.1,4.8,4.7,5.0,3.2,5.0,3.2,2.7,4.1,3.1,4.6,3.0,3.5,2.6,5.0,3.2,1.0,3.8,2.3,3.0,0.2,3.4,2.3,3.0,2.1,3.4,3.5,2.0,2.3,3.1,3.4,0.2,5.0,3.3,2.7,3.4,1.2,2.0,3.6,2.3,3.2,2.8
Activity_320,4.1,2.9,3.1,4.7,3.1,3.8,3.9,3.5,3.8,2.1,1.0,5.0,4.6,2.9,1.7,4.9,4.7,1.5,3.7,2.6,5.0,2.0,2.1,4.5,4.5,2.0,3.1,3.0,3.3,2.7,3.2,3.5,4.0,3.1,3.3,4.4,2.6,3.1,2.1,2.9,2.6,2.6,4.6,0.9,5.0,1.7,2.4,3.0,4.0,4.4
Activity_321,2.5,3.1,4.1,2.0,3.4,1.5,3.5,4.2,1.8,2.1,3.0,3.8,3.7,4.7,3.8,2.6,2.6,2.8,2.6,3.1,3.1,4.3,2.7,1.6,4.9,4.8,1.1,2.8,3.8,1.6,3.9,0.9,3.4,1.9,2.9,2.4,2.6,3.1,2.6,2.2,2.9,4.5,4.5,3.1,4.8,4.4,4.6,1.2,1.8,4.5
Activity_322,4.0,0.3,4.0,1.6,1.9,1.7,1.3,4.8,5.0,2.1,2.2,3.7,2.7,4.8,2.3,2.5,3.4,2.7,1.0,5.0,5.0,3.1,3.3,2.0,2.4,2.4,4.4,2.6,1.7,2.4,5.0,1.6,2.3,3.1,2.5,3.0,3.0,2.3,3.4,2.8,3.3,2.3,3.4,4.9,4.1,3.2,4.0,3.8,2.2,3.4
Activity_323,2.7,2.7,1.8,1.2,1.7,4.6,3.7,1.5,3.5,4.7,2.1,4.6,2.9,4.9,3.3,3.0,2.0,1.7,1.8,4.7,2.1,1.1,3.8,4.4,2.7,3.7,2.1,1.6,1.3,1.4,2.6,4.6,3.1,4.7,4.6,3.6,2.4,3.1,5.0,1.7,0.9,1.6,4.7,1.0,2.8,2.0,2.7,3.3,2.3,3.4
Activity_324,4.4,3.5,2.8,4.4,3.7,4.8,5.0,4.1,2.8,1.7,4.7,2.5,2.4,5.0,3.7,0.8,1.4,2.6,4.4,3.0,3.6,2.5,1.9,3.9,3.7,2.5,4.6,3.1,2.1,3.8,2.4,2.3,1.9,2.6,1.4,2.3,3.3,1.4,3.0,3.4,1.2,4.6,1.5,0.8,1.9,3.6,2.0,3.0,2.7,5.0
Activity_325,4.4,3.7,2.1,1.4,4.6,4.7,4.9,4.2,2.1,3.7,2.1,2.8,3.0,4.5,3.6,2.0,5.0,2.2,0.0,0.2,2.5,4.1,4.4,3.9,1.9,3.8,4.8,0.5,4.4,2.9,3.4,3.4,3.1,3.6,2.1,1.3,3.4,4.2,1.7,3.7,2.0,3.4,4.8,3.8,2.1,1.8,2.9,3.5,2.7,5.0
Activity_326,3.6,3.4,2.6,4.2,2.9,2.1,2.9,5.0,2.9,2.2,2.5,2.9,5.0,1.7,2.8,4.5,1.1,2.2,3.0,4.4,2.7,4.1,3.5,3.0,1.9,0.5,5.0,4.0,2.4,3.0,4.2,3.0,3.5,2.5,4.2,5.0,0.9,3.2,1.6,5.0,3.8,0.8,4.3,3.2,2.3,4.6,2.5,1.5,2.4,2.4
Activity_327,4.2,1.7,3.1,4.7,3.6,2.8,4.3,1.9,2.4,4.1,0.5,2.6,1.9,1.7,3.7,0.5,0.7,3.0,4.0,0.8,4.1,4.5,4.4,1.5,2.6,3.6,1.1,4.0,5.0,2.8,1.7,4.9,2.2,3.0,3.5,2.2,4.5,2.6,0.7,3.4,4.3,3.7,4.3,3.4,2.1,3.3,2.0,3.3,2.5,1.7
Activity_328,5.0,2.3,3.0,5.0,3.2,4.7,4.1,3.5,4.6,5.0,3.3,1.8,3.1,4.1,1.8,1.6,3.3,3.9,1.9,3.1,3.1,3.4,0.9,2.4,2.3,3.3,3.2,4.6,1.6,3.3,5.0,2.5,2.6,0.5,2.7,5.0,2.2,5.0,2.5,3.6,2.5,3.4,1.8,2.9,3.2,4.4,2.7,3.8,3.2,1.6
Activity_329,3.5,2.3,5.0,4.2,4.4,3.2,1.9,1.5,2.8,2.9,1.7,4.0,1.5,2.3,2.5,5.0,3.6,0.0,2.4,2.4,1.8,2.2,4.7,4.1,2.5,3.7,3.5,1.2,2.9,0.7,2.9,4.9,3.3,2.5,4.0,3.0,4.6,3.5,2.5,1.0,4.0,4.9,3.7,2.0,2.1,0.7,3.3,4.4,4.0,3.5
Activity_330,4.7,2.4,2.1,2.0,1.4,3.0,1.6,3.3,2.3,3.2,2.9,3.5,4.6,4.5,4.3,2.4,3.6,2.2,2.5,4.8,2.2,2.3,2.2,5.0,0.9,3.6,4.8,2.6,3.7,2.4,2.3,1.4,2.4,3.7,0.4,2.5,2.1,2.7,3.9,3.4,1.7,2.1,2.0,2.1,0.8,4.2,3.9,5.0,4.5,4.2
Activity_331,4.1,2.1,2.6,2.2,3.5,3.7,4.5,2.1,2.9,5.0,4.2,3.4,5.0,2.9,2.9,4.5,0.9,5.0,1.9,3.5,2.6,3.3,1.7,3.9,1.8,3.2,2.8,4.6,4.7,4.7,0.4,4.1,3.8,2.5,1.4,4.4,2.3,2.2,1.9,1.1,3.8,2.6,3.1,3.7,2.7,2.7,2.6,2.8,1.2,0.7
Activity_332,3.6,4.1,2.8,4.8,3.3,3.2,2.7,2.8,2.8,4.0,2.4,3.7,4.0,4.0,3.6,3.5,2.6,2.0,4.4,1.4,4.3,0.9,2.9,2.3,2.5,1.9,2.5,2.7,2.1,1.4,1.7,3.5,4.1,4.6,0.7,3.4,2.5,0.9,2.9,1.5,4.3,2.5,3.2,4.6,3.6,2.7,2.9,1.5,3.3,2.9
Activity_333,5.0,2.5,3.7,0.5,2.5,1.0,2.7,3.8,2.8,1.0,4.2,3.7,4.0,2.7,1.1,3.7,2.4,3.3,1.8,2.6,2.6,4.4,5.0,3.0,2.7,1.6,3.9,3.1,1.1,5.0,1.6,2.1,1.6,3.6,3.9,3.5,4.1,2.9,1.3,2.2,3.1,4.6,3.2,2.9,4.4,3.8,3.5,1.9,4.5,4.4
Activity_334,3.2,2.1,2.2,3.2,2.1,3.8,1.4,1.9,2.3,4.7,2.8,2.2,1.8,4.7,4.6,3.3,3.1,4.4,3.6,0.4,3.1,4.2,2.9,1.7,3.9,3.2,4.1,2.1,3.5,1.5,4.0,1.5,1.1,4.2,5.0,4.2,1.0,2.6,3.0,4.8,1.9,2.2,1.6,3.1,3.3,0.9,3.0,0.5,2.2,3.4
Activity_335,1.6,2.5,4.1,3.0,3.8,2.5,3.7,4.4,4.7,4.1,3.1,4.1,3.3,4.4,5.0,2.9,4.3,4.2,0.9,3.6,1.2,1.9,3.7,3.3,3.8,3.2,2.6,3.2,1.6,2.9,2.2,2.6,3.8,4.9,4.0,0.0,3.2,2.9,3.8,2.2,2.7,3.2,2.3,2.8,5.0,3.7,3.8,3.7,4.4,1.4
Activity_336,1.4,1.5,1.8,3.6,4.3,2.1,3.8,2.6,5.0,4.9,1.7,4.6,3.7,5.0,4.0,2.2,3.7,2.9,3.4,2.2,3.3,4.1,2.4,1.7,2.7,3.5,2.7,3.1,1.8,2.4,2.0,5.0,0.1,3.1,4.3,1.9,2.8,3.9,2.6,4.3,2.3,3.4,3.3,1.0,2.4,3.6,3.2,5.0,4.0,2.3
Activity_337,2.0,2.5,3.1,5.0,4.5,3.1,1.1,3.4,3.4,4.4,3.2,2.9,2.0,1.6,4.3,3.7,1.3,2.8,2.8,2.9,4.0,1.2,3.7,3.5,2.5,3.4,3.9,0.5,3.6,3.3,0.8,4.2,5.0,2.9,0.8,3.2,3.0,3.0,4.4,1.1,2.2,1.4,1.9,2.1,2.7,2.0,4.0,3.8,2.6,4.0
Activity_338,2.1,4.0,1.3,1.6,4.0,4.7,1.1,2.9,3.2,4.0,1.9,2.2,2.2,5.0,2.8,2.2,2.5,4.0,3.2,4.5,3.5,2.7,2.7,1.4,1.3,2.0,4.0,2.3,0.7,3.4,2.7,3.2,2.2,4.6,4.8,1.9,3.8,5.0,3.7,2.7,3.4,1.3,3.0,3.0,3.7,4.8,2.9,4.0,4.2,4.4
Activity_339,3.2,2.6,4.4,0.1,2.2,2.6,3.3,3.1,1.8,3.9,3.1,2.4,3.1,2.9,3.8,2.4,2.8,3.6,4.4,2.0,1.7,0.8,3.3,3.1,4.0,3.0,4.4,3.2,0.0,2.2,2.2,1.9,3.7,5.0,2.7,5.0,3.3,2.0,4.6,3.3,2.4,5.0,0.4,2.2,2.1,1.9,4.3,2.6,3.4,1.1
Activity_340,3.8,3.2,3.6,2.6,3.4,3.1,0.2,3.1,4.1,2.8,3.8,3.5,2.5,2.3,1.6,3.4,3.2,3.7,3.7,3.3,5.0,3.6,4.8,4.0,2.9,0.0,3.0,3.1,1.4,2.5,3.8,2.6,3.3,3.8,4.3,3.6,2.7,2.6,1.4,1.8,4.6,2.7,3.0,3.8,4.5,0.9,4.5,2.0,3.5,1.9
Activity_341,2.5,3.3,4.2,3.0,3.7,4.4,4.6,5.0,2.2,3.8,2.4,3.4,4.2,3.1,2.4,4.1,2.3,1.0,4.7,2.2,3.2,4.3,3.2,2.3,4.1,4.6,3.6,4.1,4.0,2.9,4.5,1.6,5.0,3.7,1.9,3.7,3.5,4.0,2.5,1.3,0.9,0.8,3.5,3.2,3.2,2.9,4.1,0.9,2.1,0.0
Activity_342,2.8,2.6,3.7,2.7,5.0,3.0,2.6,2.7,2.2,4.6,2.2,3.4,3.2,0.9,3.6,5.0,3.2,3.6,2.2,2.5,2.3,2.5,2.5,2.8,5.0,2.6,3.4,3.4,3.9,4.4,4.2,2.3,2.6,1.3,3.8,3.9,1.6,2.1,2.3,3.8,4.4,5.0,2.5,3.7,1.9,3.7,2.8,2.1,1.3,0.6
Activity_343,1.9,3.1,2.5,1.8,2.1,1.2,2.5,3.2,1.1,3.7,2.9,0.3,3.3,4.2,3.0,3.5,3.5,2.6,3.8,3.0,5.0,2.9,4.1,3.6,2.9,3.7,2.4,4.0,4.3,2.6,2.4,2.4,4.5,2.2,0.8,2.9,3.2,2.3,3.9,2.8,1.8,3.8,2.8,2.1,3.1,3.1,1.6,1.4,3.9,3.3
Activity_344,3.2,2.1,2.7,4.3,1.9,3.9,3.0,2.2,3.4,2.2,0.4,3.7,1.3,4.1,4.2,2.5,4.0,3.1,2.0,2.4,2.8,2.9,1.7,2.3,3.3,2.9,2.5,1.6,2.0,2.4,4.6,3.1,3.1,3.1,5.0,2.9,2.6,4.3,3.0,1.3,3.5,3.9,1.6,1.9,2.3,3.2,2.4,2.1,0.1,2.1
Activity_345,3.4,1.1,4.7,2.6,3.1,1.4,3.3,0.9,4.0,1.6,1.7,3.9,1.5,2.2,1.8,5.0,1.5,1.9,2.9,2.8,3.0,2.7,3.3,2.8,1.2,1.7,4.3,4.1,1.9,3.4,2.8,2.9,5.0,2.4,5.0,3.6,4.3,3.0,2.8,2.5,3.1,3.0,4.5,1.8,2.8,3.6,3.1,3.5,4.2,3.5
Activity_346,1.6,4.5,3.6,4.3,5.0,5.0,3.1,0.8,3.9,3.0,4.0,5.0,2.8,4.5,1.4,5.0,4.4,3.9,2.9,4.3,3.6,2.2,3.0,2.6,2.4,1.2,0.9,0.7,3.4,4.2,2.3,0.6,1.4,3.8,2.6,2.6,3.0,3.0,2.8,3.4,2.1,2.2,4.5,1.8,0.9,3.8,1.0,2.4,1.6,3.4
Activity_347,4.7,3.1,2.6,3.3,4.4,2.5,1.3,3.0,4.1,1.9,2.4,5.0,3.1,2.9,1.1,4.3,5.0,2.7,2.7,3.7,2.0,1.7,5.0,4.8,2.3,4.1,3.4,2.3,2.7,4.1,2.4,3.3,4.6,1.4,3.8,3.0,3.0,3.8,2.6,4.3,3.0,3.9,4.5,1.9,3.0,4.3,2.8,3.8,2.4,3.3
Activity_348,3.2,4.2,0.5,2.2,4.4,3.8,2.6,3.3,1.1,4.7,2.6,2.0,2.7,3.4,1.5,3.2,4.5,3.2,1.1,2.9,3.7,3.5,2.6,3.4,3.1,3.2,0.7,3.3,2.2,3.1,2.2,1.0,3.8,1.4,3.2,2.9,4.5,3.4,3.0,1.7,4.9,3.7,3.4,5.0,2.6,3.3,0.0,3.5,3.0,3.1
Activity_349,2.6,4.7,5.0,4.3,3.7,4.8,1.4,3.7,4.5,3.0,3.1,3.2,1.6,5.0,2.2,3.8,2.9,3.8,5.0,3.0,3.4,4.0,3.7,0.7,3.3,2.2,2.5,5.0,2.8,0.9,4.3,4.3,3.7,2.4,2.2,4.6,3.1,2.9,3.3,1.3,3.1,3.2,4.9,4.4,3.3,2.4,3.6,1.6,3.9,3.8
Activity_350,2.6,3.8,2.7,4.4,4.6,4.4,3.0,2.5,0.6,3.1,3.4,1.7,3.7,4.4,4.0,3.2,3.7,2.7,2.4,3.9,2.7,3.9,2.2,4.6,2.8,2.6,5.0,3.9,3.7,5.0,1.5,1.4,4.1,3.8,3.9,3.4,4.5,3.4,4.6,4.4,2.9,2.1,3.7,5.0,3.9,2.5,4.5,2.9,2.4,2.8
Activity_351,3.7,2.3,5.0,5.0,2.2,2.4,3.6,1.7,3.8,3.1,2.1,3.5,2.8,1.4,1.6,4.0,5.0,3.5,3.2,3.3,1.4,2.3,3.8,3.8,3.4,3.3,4.9,4.4,3.6,2.6,1.7,3.2,3.5,4.7,2.4,3.3,1.3,3.0,2.5,2.5,3.1,4.4,2.1,1.6,2.2,2.7,4.1,4.0,3.7,2.3
Activity_352,1.2,2.3,4.8,2.7,5.0,2.7,2.3,2.6,3.3,4.1,5.0,2.4,3.5,1.4,3.5,0.7,1.9,2.1,2.3,2.9,2.0,1.8,2.0,2.5,3.2,4.1,2.7,2.6,2.6,0.5,3.2,3.4,2.4,1.8,2.7,2.9,2.1,2.0,3.9,3.9,4.4,3.8,2.4,2.8,2.3,3.3,3.9,1.1,3.6,0.6
Activity_353,1.3,3.5,4.3,4.9,2.3,2.8,2.8,0.5,4.4,3.2,2.8,5.0,0.5,3.4,1.8,2.5,1.9,4.0,3.0,2.9,1.8,4.8,0.4,0.3,2.5,1.3,1.1,3.1,3.4,3.6,4.6,2.8,2.4,3.3,2.1,1.1,3.0,0.2,5.0,4.5,2.9,2.6,4.0,3.4,3.8,1.9,4.3,3.1,4.7,3.3
Activity_354,3.1,2.9,3.3,4.2,4.9,1.4,0.7,2.9,3.4,2.7,2.3,2.0,2.7,5.0,3.2,3.4,1.4,2.7,2.9,3.9,2.4,3.4,3.7,5.0,4.3,2.6,0.6,4.0,5.0,2.0,2.9,2.8,3.5,4.9,3.1,2.8,4.2,2.2,3.4,1.6,3.4,2.8,3.3,1.8,3.6,3.0,3.0,4.2,3.5,3.8
Activity_355,4.5,3.0,5.0,2.6,3.8,2.3,2.9,2.0,2.1,3.6,2.1,2.5,2.2,3.9,2.4,1.8,4.5,2.5,3.1,2.3,5.0,2.3,1.7,3.6,2.7,2.8,3.2,4.6,1.6,4.7,2.7,3.7,2.9,1.3,1.7,5.0,4.1,4.7,4.4,3.4,4.4,4.1,3.9,2.7,2.5,3.4,2.9,3.1,4.8,4.0
Activity_356,3.5,3.5,3.1,2.7,3.2,0.8,3.3,3.9,3.4,3.3,4.8,0.9,3.4,2.3,2.1,2.1,3.4,2.8,2.7,3.3,1.9,2.2,4.7,0.7,3.0,2.1,3.9,2.0,4.1,3.6,1.6,2.6,3.0,2.8,1.8,1.8,2.6,5.0,2.7,0.0,3.7,3.1,3.7,2.5,3.3,3.9,2.4,2.5,2.1,4.4
Activity_357,2.9,3.5,3.0,1.9,1.6,2.5,2.1,3.1,3.9,4.1,3.3,2.1,3.6,4.4,2.5,2.0,1.7,1.2,2.1,3.0,4.8,4.0,2.9,4.0,4.4,3.2,0.8,1.0,2.5,3.4,3.1,3.2,3.5,3.6,4.7,3.6,2.5,3.7,2.1,5.0,4.4,3.5,1.8,3.3,3.1,5.0,1.4,2.8,2.6,3.0
Activity_358,2.0,4.6,3.2,3.2,5.0,1.0,1.4,3.4,1.9,2.7,2.3,1.8,3.0,2.6,5.0,3.2,4.0,2.4,2.6,3.8,1.9,2.3,3.8,2.3,2.2,3.6,4.6,1.9,5.0,4.3,1.0,2.9,4.3,1.3,5.0,3.7,3.2,3.4,3.1,1.7,4.2,1.9,0.7,1.7,3.5,2.8,3.4,3.0,3.1,2.9
Activity_359,0.5,4.6,3.5,4.2,1.6,3.0,3.8,5.0,2.8,5.0,3.7,0.6,3.5,4.2,4.7,3.5,3.8,4.0,0.6,3.4,2.7,4.0,2.4,3.2,4.8,2.9,2.6,3.6,5.0,4.1,3.4,2.7,1.7,3.4,4.3,2.1,1.6,3.7,3.2,2.8,1.9,5.0,3.8,3.3,1.3,1.8,2.7,2.2,1.8,3.2
Activity_360,3.0,3.4,2.4,1.8,3.5,5.0,4.1,3.5,2.0,1.8,1.0,2.9,1.8,2.2,1.3,2.9,0.6,2.4,2.9,2.9,4.4,5.0,1.5,0.1,1.2,2.7,2.2,0.4,4.0,2.5,0.8,1.5,3.6,3.3,3.6,2.8,4.0,2.7,3.5,2.6,5.0,4.0,0.5,1.2,1.2,1.0,2.1,2.7,4.0,1.1
Activity_361,2.9,5.0,2.1,4.3,4.0,3.9,2.4,3.1,3.3,4.5,3.4,4.0,2.4,1.4,0.8,4.2,3.1,2.0,0.8,0.8,4.0,4.3,2.7,3.4,1.9,1.8,4.2,2.1,3.0,1.3,5.0,3.4,4.4,2.0,2.5,5.0,1.1,1.3,3.4,4.7,3.5,4.6,4.4,2.5,4.6,4.2,3.3,2.0,3.4,2.6
Activity_362,3.6,0.2,2.8,4.5,2.8,0.2,2.8,3.3,5.0,1.2,1.9,2.4,1.0,4.8,2.9,4.0,1.3,5.0,3.0,3.6,4.5,0.9,3.1,2.7,5.0,4.9,4.2,4.5,4.0,2.8,2.5,2.1,3.3,2.4,4.3,5.0,1.3,3.4,4.3,2.7,4.8,2.2,3.2,1.4,2.8,1.5,3.7,2.8,1.0,1.4
Activity_363,3.4,2.0,0.2,4.3,3.4,2.9,1.0,3.8,3.1,3.7,3.1,3.0,3.8,0.5,4.1,4.1,2.0,2.6,3.4,1.0,3.2,3.1,2.9,1.5,3.1,2.7,5.0,3.3,0.9,4.6,3.4,1.7,5.0,2.9,1.1,5.0,2.6,3.4,2.4,4.0,2.5,3.9,2.1,2.2,4.4,5.0,5.0,2.2,4.3,3.0
Activity_364,1.2,3.7,3.5,3.7,4.0,3.3,0.9,3.4,3.2,4.9,3.1,2.8,2.1,2.8,3.2,3.7,2.1,5.0,2.6,3.8,4.7,3.0,3.4,4.0,3.3,2.9,1.3,3.7,4.9,1.5,3.2,1.9,2.0,3.3,2.7,3.4,1.1,1.8,3.4,2.1,4.6,3.2,2.0,4.9,3.7,1.5,2.3,5.0,3.0,4.6
Activity_365,3.6,1.9,1.5,1.7,2.7,1.9,3.0,3.8,3.0,2.7,4.9,3.1,4.3,4.3,3.2,3.5,1.2,4.0,5.0,2.7,2.7,3.2,2.6,2.3,2.8,4.5,3.7,1.6,2.0,2.7,3.0,3.8,3.7,3.4,2.8,3.6,3.3,1.2,2.1,2.0,4.5,3.3,1.3,0.8,3.1,4.0,2.5,4.7,1.6,4.7
Activity_366,2.7,2.8,4.1,4.2,4.6,1.0,4.4,2.5,2.6,4.7,4.0,2.1,2.2,1.6,3.0,3.3,2.3,4.5,1.6,2.0,3.0,3.7,1.1,2.8,3.1,1.3,3.2,1.2,2.5,5.0,3.0,0.9,2.8,2.8,4.9,2.8,0.8,2.1,1.8,4.9,1.0,2.4,5.0,5.0,3.2,3.9,3.0,2.1,4.4,4.5
Activity_367,4.1,2.9,2.4,1.6,5.0,4.0,2.9,3.3,1.5,4.5,4.5,2.5,2.3,2.9,3.1,3.5,5.0,2.8,3.9,2.0,0.7,1.4,2.8,5.0,3.5,2.1,2.3,3.3,2.3,3.6,2.9,4.2,0.0,2.6,3.3,4.1,1.0,3.3,2.2,1.5,2.4,1.9,0.9,4.4,1.9,4.5,1.1,3.1,5.0,3.6
Activity_368,3.0,2.9,4.4,2.5,4.0,2.8,4.5,2.7,5.0,4.8,4.1,1.7,3.1,0.6,4.2,1.9,1.6,0.9,4.2,4.4,5.0,3.5,3.6,1.1,2.8,3.9,0.3,3.7,4.2,2.7,5.0,3.3,1.3,1.4,2.7,1.2,3.3,4.4,2.8,1.8,3.9,1.9,0.3,3.1,5.0,2.3,2.3,3.9,3.1,4.3
Activity_369,0.9,1.0,4.5,3.1,2.9,5.0,3.1,3.6,5.0,3.0,2.1,3.9,2.4,5.0,2.7,4.5,1.9,1.8,2.8,0.9,2.8,2.7,4.5,1.7,2.2,3.1,3.7,3.5,3.8,5.0,2.5,1.8,2.7,1.6,0.9,2.4,3.2,1.6,1.4,2.7,2.4,0.5,3.5,2.7,3.7,0.1,2.2,5.0,1.9,2.8
Activity_370,1.0,3.9,4.8,2.5,3.1,5.0,3.2,5.0,1.9,2.9,3.3,3.1,2.5,2.7,3.7,0.8,4.0,2.3,2.2,3.5,3.8,2.7,2.3,2.1,2.0,3.2,4.9,2.7,4.9,4.0,5.0,2.7,5.0,3.2,2.0,4.9,3.8,1.4,4.1,3.7,5.0,2.3,5.0,4.1,2.2,2.2,5.0,3.5,2.7,2.3
Activity_371,1.8,2.8,2.0,2.6,2.9,3.2,2.2,2.3,3.2,3.0,4.2,2.1,3.2,2.4,4.4,3.5,2.6,3.5,2.1,3.3,5.0,2.1,2.6,3.3,3.7,1.9,3.6,0.7,3.9,2.4,2.1,5.0,3.7,3.2,3.3,2.7,3.0,3.1,4.0,3.3,3.7,2.5,2.5,5.0,1.5,3.0,4.7,2.7,4.7,2.6
Activity_372,3.7,3.3,0.4,2.7,1.6,2.6,1.6,1.8,4.9,3.6,3.0,2.7,2.9,3.1,3.7,3.7,3.1,3.7,4.2,2.8,0.0,2.0,3.4,3.3,3.7,4.7,1.7,3.2,4.0,2.4,2.3,2.8,0.9,2.0,4.2,3.5,2.4,2.8,2.1,3.6,3.5,2.0,2.6,3.7,3.6,2.2,5.0,2.8,3.8,1.6
Activity_373,3.6,1.4,2.2,2.8,0.0,3.1,1.2,5.0,2.1,1.7,3.0,3.4,2.7,2.5,3.1,5.0,1.4,5.0,3.7,3.1,3.5,2.8,1.8,2.2,1.6,2.5,1.6,2.7,2.8,2.3,2.5,3.6,3.0,2.3,2.0,1.6,2.9,4.2,2.0,2.3,3.3,3.1,0.7,2.9,2.3,2.9,5.0,3.0,3.6,4.1
Activity_374,4.3,2.6,3.3,3.8,3.2,4.6,1.2,3.7,2.0,2.1,2.3,3.7,2.2,3.0,1.6,4.8,2.3,3.3,3.2,4.7,2.9,3.6,2.8,2.0,1.2,2.4,4.9,4.1,3.1,5.0,4.7,3.6,2.8,2.4,5.0,4.1,1.9,3.0,2.6,4.2,2.0,0.0,3.0,2.8,2.6,4.6,2.4,3.7,1.9,3.5
Activity_375,4.0,3.9,2.8,5.0,1.5,3.5,3.8,1.8,4.2,2.9,0.7,1.9,3.0,2.8,3.8,5.0,2.4,4.5,5.0,3.6,2.6,4.0,5.0,0.1,2.7,5.0,1.5,1.9,3.9,3.2,2.0,2.2,3.8,2.0,3.3,1.2,4.0,1.3,1.0,3.4,4.1,5.0,2.6,5.0,4.0,3.1,4.9,2.1,4.4,3.4
Activity_376,3.0,3.5,2.7,4.3,0.3,2.5,3.2,3.0,1.7,0.5,3.6,4.1,4.9,2.2,3.7,2.9,1.9,2.5,2.9,4.6,1.6,5.0,2.7,2.8,4.0,1.4,3.9,3.5,3.4,3.1,3.8,5.0,3.0,1.6,4.6,2.1,3.6,3.9,4.1,5.0,4.1,4.5,5.0,2.5,1.2,4.0,2.1,2.0,4.5,2.8
Activity_377,4.3,3.0,3.2,4.6,2.3,2.1,0.9,4.2,2.1,1.1,2.9,3.6,1.7,1.8,2.8,3.3,2.1,4.2,1.2,2.5,2.8,4.1,1.3,2.8,3.8,4.2,1.2,1.1,3.2,0.4,3.6,2.3,2.7,3.7,1.8,5.0,3.3,2.1,3.8,3.3,2.9,3.6,2.4,4.3,2.4,2.5,2.5,3.0,3.1,2.3
Activity_378,1.3,2.0,4.5,0.0,2.6,3.8,2.8,3.1,4.9,3.6,2.2,3.0,4.8,4.3,4.5,1.6,3.5,2.7,2.9,3.3,4.3,5.0,1.5,1.9,4.5,2.9,4.0,2.2,3.8,2.0,2.6,3.4,2.4,2.4,3.9,4.9,5.0,1.7,3.0,3.0,2.5,3.0,5.0,2.7,2.5,0.6,1.5,4.8,2.6,2.7
Activity_379,3.0,1.8,2.4,2.9,2.0,0.9,1.1,4.2,5.0,0.0,1.6,1.5,2.8,3.2,2.2,3.8,3.2,4.6,4.5,2.5,5.0,3.3,2.0,2.3,4.3,4.2,3.7,4.7,1.4,2.8,4.0,5.0,4.2,5.0,1.8,2.8,3.8,1.6,2.8,1.5,1.6,4.1,1.6,3.3,2.4,3.3,2.5,3.2,2.8,4.7
Activity_380,5.0,3.3,1.9,2.7,3.6,2.1,3.9,3.3,0.9,2.2,2.3,4.1,4.8,1.0,2.6,1.4,1.9,3.5,3.7,2.8,1.2,5.0,4.3,3.1,4.6,1.8,4.6,3.1,1.7,3.8,3.6,3.6,4.6,2.0,0.5,5.0,5.0,3.2,3.0,5.0,3.9,2.6,5.0,1.5,0.9,2.1,2.6,4.1,4.2,3.5
Activity_381,4.4,2.6,3.4,3.3,1.0,3.8,1.7,2.2,4.6,5.0,1.7,2.4,1.1,2.6,0.9,5.0,3.6,0.5,4.1,3.8,1.0,3.1,3.7,3.8,2.5,3.0,4.3,3.2,1.7,2.3,3.1,3.9,2.7,2.7,0.8,3.5,3.8,4.1,0.8,4.3,2.8,5.0,0.6,2.8,4.8,3.4,1.9,3.1,3.3,2.8
Activity_382,3.2,1.6,2.0,0.3,4.3,2.2,5.0,2.4,3.8,1.1,2.8,2.6,1.6,3.2,1.9,3.3,2.7,2.1,2.9,1.7,2.1,1.4,0.8,2.6,2.4,0.7,5.0,0.6,2.6,4.7,5.0,3.5,1.8,5.0,3.8,3.3,4.6,4.5,2.7,1.6,3.9,1.6,4.5,2.3,1.7,1.7,3.5,1.9,3.6,2.1
Activity_383,2.5,4.2,4.0,3.4,1.6,1.7,3.9,0.0,1.7,1.4,2.1,3.7,0.4,1.6,4.1,1.3,4.0,1.3,2.0,3.0,2.1,3.4,3.5,3.2,2.2,1.9,0.6,3.1,3.9,2.7,1.7,4.1,1.3,2.9,5.0,4.3,1.3,1.4,4.8,4.1,2.6,3.6,4.1,2.4,3.4,2.6,1.7,5.0,3.1,2.2
Activity_384,1.3,4.6,3.9,2.0,5.0,3.6,5.0,4.3,2.6,1.3,3.5,2.9,2.4,3.8,2.9,3.0,4.6,3.6,2.9,4.6,3.8,4.6,5.0,1.5,4.1,2.2,1.3,1.7,1.2,2.5,1.3,4.1,2.7,3.9,3.4,2.3,2.1,2.2,1.2,1.1,2.5,3.9,1.5,2.5,3.0,2.8,1.8,3.8,2.9,3.0
